id,title,website,opt_out_url,opt_out_guide_url,opt_out_guide_video_url,email,description,type,optery_support_tier,is_expanded_reach
26682,Transparent Nevada,https://transparentnevada.com/,,,,office@npri.org,"Transparent Nevada is a public service provided by the Nevada Policy Research Institute that offers a searchable database of compensation for public employees in Nevada. The site provides detailed information on the salaries, overtime pay, benefits, and pensions of individuals working for state, county, and city governments, as well as schools and other public agencies throughout Nevada. This information is compiled from hundreds of public records requests filed by the organization. While intended to promote government transparency and accountability, the publication of this data makes the names, job titles, and detailed pay information of public employees readily accessible. This level of detail could potentially be misused for purposes of harassment, identity theft, or targeted financial scams. Individuals concerned about their information being publicly available should be mindful of the data accessible through public records and can support organizations that advocate for privacy rights.",People Search Site,Custom Removals,False
20793,Trestle,https://www.trestleiq.com,,,,data@trestleiq.com,,Marketing,Core,True
20790,True Blue Analytics,https://www.trueblueanalytics.org,,,,privacy@trueblueanalytics.org,,Marketing,Core,True
17297,TruePeopleSearch,http://truepeoplesearch.com/,https://www.truepeoplesearch.com/removal,https://www.optery.com/truepeoplesearch-how-to-opt-out-and-remove-yourself-from-truepeoplesearch-step-by-step-instructions/,https://www.youtube.com/watch?v=FzQiJlrcS7I,support@truepeoplesearch.com,"TruePeopleSearch.com is a data broker that displays the personal information of just about anyone with a simple free search using a first and last name, phone number or email address. Personal information displayed on the TruePeopleSearch website can include age and birth year, current and past addresses, a map indicating current address, current and previous phone numbers, names of relatives, name of friends and associates, property information, and even email addresses.",People Search Site,Ultimate,False
22223,TruePeopleSearch.net,https://truepeoplesearch.net/,https://truepeoplesearch.net/remove-my-info,,,support@truepeoplesearch.net,,People Search Site,Extended,False
26716,"Trulia, LLC",https://www.trulia.com/,https://support.trulia.com/hc/en-us/articles/221366928-How-do-I-remove-my-agent-s-listing-of-my-home,,,customerservice@trulia.com,"Trulia is an online real estate marketplace that provides comprehensive information on properties for sale and rent across the United States. A subsidiary of Zillow Group, the platform is designed for homebuyers, renters, and real estate professionals, offering detailed neighborhood insights such as school ratings, resident reviews, and local points of interest to help users discover a place they'll love to live. Trulia aggregates property listings and public records, creating detailed profiles that can include sale history, tax information, and neighborhood demographics. This public display of property data, while useful for real estate purposes, can expose personal information and property ownership details, creating potential risks for homeowners who may not be actively trying to sell their home. The accessibility of this information could be misused by individuals for purposes of unsolicited contact, fraud, or to determine when a property might be vacant. To protect their privacy, individuals should be mindful of the information available about their property online and can contact Trulia to inquire about their data and privacy options.",Profile Data Broker,Custom Removals,False
19490,Trustoria,https://trustoria.com/,https://trustoria.com/control/privacy,,,removals@trustoria.com,"Trustoria.com is a background check website focusing on industry professionals. The site uses a search system which filters by name, location, and job title. People’s names, education, job titles, work history, industry specializations, general locations, and even current jobs and positions are displayed.",B2B Lead Generation,Ultimate,False
17298,TruthFinder,https://www.truthfinder.com/,https://www.truthfinder.com/privacy-center,https://www.optery.com/truthfinder-how-to-opt-out-and-remove-yourself-from-truthfinder-step-by-step-instructions/,https://www.youtube.com/watch?v=jkeH5yEnC-w,privacy@truthfinder.com,"TruthFinder.com is a people search site. Social media profiles, personal photos, police records, background checks, civil judgments, education and employment records, financial assets and liabilities, names of neighbors and relatives, property records, birth and death records and more can be accessed from millions of public records. A simple name or phone number search on the TruthFinder website displays personal information.",People Search Site,Ultimate,False
18599,TruthRecord,https://www.truthrecord.org/,https://www.truthrecord.org/api/helper/optOutLight/search,,,support@truthrecord.org,,People Search Site,Core,False
18620,TruthViewer,https://www.truthviewer.com/,https://www.truthviewer.com/api/helper/optOutLight/search,,,,,People Search Site,Core,False
20788,Tunnl,https://www.tunnldata.com,https://privacy.tunnldata.com/,https://www.optery.com/tunnl-how-to-opt-out-of-tunnl-step-by-step-instructions/,,notice@tunnldata.com,"Tunnl specializes in audience intelligence, audience identification, custom audience solutions, and media consumption insights by gathering demographic data, personal interest data and studying consumer behaviors. This information and data is used by businesses for direct marketing and advertising.",Marketing,Core,False
20493,Tymax Media,https://tymaxmedia.com/,,,,privacyofficer@datacomplianceportal.com,,Marketing,Core,True
26605,U.S. Visa Information Service,https://www.us-info.com/,,,,,"U.S. Info Com is the official third-party service provider for U.S. visa applications in various countries, functioning as a comprehensive portal for individuals seeking to enter the United States. The platform facilitates the entire visa application process, from scheduling appointments and paying fees to providing necessary forms and information. It gathers a significant amount of sensitive personal data required for the visa application, including biographical information, travel history, and financial details. While not a traditional data broker that publicly exposes information, the centralization of such highly sensitive data presents a considerable risk of data breaches, which could lead to identity theft, fraud, and targeted scams. Individuals using this service should ensure they are on the official website and be cautious of phishing attempts that mimic the service to steal personal information.",Profile Data Broker,Custom Removals,False
26606,US Business Directory,https://us-business.info/,https://us-business.info/faq/link_removal/,,,,"US Business Directory is an online platform that allows users to search for a wide range of service providers, including contractors, retailers, and freelancers across the United States. For businesses, it offers a space to get listed, gain attention, and generate sales leads from all over America. The platform provides both free and premium listings, with the latter offering features like social media integration and priority placement in search results. While primarily a B2B service, the public availability of business information, which can sometimes be linked to individuals, presents privacy concerns. This data could potentially be misused for unsolicited marketing or to gather intelligence for fraudulent activities. To protect their information, business owners should be mindful of the data they share publicly and can review the directory's policies for options to manage their listings.",Business Search,Custom Removals,False
22188,US Marketing Group,https://usmarketinggrp.com/,https://usmarketinggrp.com/privacy-policy/,,,PRIVACY@usmarketinggrp.com,,Marketing,Core,False
26455,US People Search,https://uspeoplesearch.com/,,,,contact@uspeoplesearch.net,"US People Search is a people search engine that provides access to billions of public records across the United States. The service allows users to search for individuals by name, phone number, or address to find a range of personal information. Reports can include details such as full names, current and past addresses, phone numbers, email addresses, relatives, and social media profiles. Additionally, the site offers access to more sensitive data, including criminal records, court files, bankruptcies, and civil judgments. The widespread availability of such comprehensive personal data presents significant privacy risks, as it can be easily accessed by anyone for purposes like doxxing, stalking, or identity theft. This easy access to sensitive information can put individuals at a higher risk of harassment and fraud. To mitigate these risks, it is advisable to be cautious about the personal information shared online and to actively seek the removal of one's data from such databases.",People Search Site,Custom Removals,False
27283,US Phone Pro,https://usphonepro.com,,,,,"US Phone Pro is a free reverse phone lookup service that allows users to identify the owner of any mobile or landline number in the United States. The platform claims to have direct partnerships with major telecommunication companies such as AT&T, Verizon, and T-Mobile to provide the full name associated with a phone number. By making it easy to connect a phone number to a person's name, the service exposes personal information that can be exploited for malicious purposes. This creates significant privacy risks, including the potential for stalking, doxxing, harassment, and targeted fraud, as bad actors can easily identify and learn more about their targets. Individuals can protect themselves by limiting where they share their personal phone number and by using the site's information opt-out process to request the removal of their data from the directory.",Phone Directory,Custom Removals,False
21242,US Search,https://www.ussearch.com/,https://www.ussearch.com/privacy-center,https://www.optery.com/us-search-how-to-opt-out-and-remove-yourself-from-us-search-step-by-step-instructions/,https://www.youtube.com/watch?v=GZHwxkYNL7g,support@ussearch.com,"US Search is a people search data broker. You can find out full names, email addresses, phone numbers, ages, names of relatives, home addresses, previous addresses, home values, mortgage payment amounts, social profiles, employment history, and even the eviction records of just about anyone on the US Search website. US Search has access to billions of public records and makes obtaining personal information about individuals easy just by searching on a name, address or phone number.",People Search Site,Ultimate,False
21166,USA People Search,http://usa-people-search.com,https://www.usa-people-search.com/removal,https://www.optery.com/usa-people-search-how-to-opt-out-of-usa-people-search-step-by-step-instructions/,,,"USA People Search is a people search data broker that provides information about people like their full names and aliases, ages, names of relatives, current and past addresses, and unlisted phone numbers. The site accesses public records databases and uses advanced search algorithms to obtain personal information. Searches can be performed using a persons location or name. There are many legitimate reasons why someone would look up information on an individual, but others might take advantage of the information they retrieve from sites like USA People Search and individuals privacy and security may be compromised. Identity theft and phishing scams can result.",People Search Site,Ultimate,False
21056,USA Public Data Search,https://usa-official.com/,https://usa-official.com/optout,,,support@usa-official.com,,People Search Site,Extended,False
20491,USADATA,https://www.usadata.com/,,,,privacy@usadata.com,,Marketing,Core,True
26413,USAPhonesBook,https://www.usaphonesbook.com/,,,,,No description available.,People Search Site,Custom Removals,False
18261,USATrace,https://usatrace.com/,https://www.usatrace.com/contact-us/,https://www.optery.com/usatrace-how-to-opt-out-of-usatrace-step-by-step-instructions/,,research@usatrace.com,"USA Trace is a people search data broker. Access to billions of verified public records allows anyone to initiate background check searches, marriage and divorce searches and searches by social security number on the USATrace website. Full names, age, current and past addresses and phone numbers. email address and names of spouses and relatives are some of the types of personal information provided.",People Search Site,Ultimate,False
26600,USAWhitepages,https://usawhitepages.com/,,,,,No description available.,People Search Site,Custom Removals,False
16830,USDataCorporation,https://www.usdatacorporation.com/,https://www.usdatacorporation.com/opt-out,,,privacy@usdatacorporation.com,"Marketing Data Broker USDataCorporation is a direct marketing agency. They build custom phone, email and mailing lists built for specialty marketing targets. USDataCorporation uses predictive modeling and data hygiene to create customer data bases so companies can connect to their customers.",Marketing,Core,False
21213,USPhoneBook,http://usphonebook.com,https://www.usphonebook.com/removal,,,,,People Search Site,Ultimate,False
25327,USPhoneLookup,https://usphonelookup.com/,,,,support@usphonelookup.com,,Phone Directory,Core,False
26265,USPhoneLookup,https://usphonelookup.com/,,,,,"USPhoneLookup.com is a free reverse phone number lookup service that allows users to identify the owner of an unknown phone number. By entering a phone number, individuals can access a report that may contain the owner's name, age, address, social media profiles, email addresses, and other personal details. The service aggregates data from public records, online directories, and social media to compile these detailed profiles. This easy access to sensitive personal information poses significant privacy risks, including the potential for stalking, harassment, doxxing, and identity theft by malicious actors. The platform's ability to reveal personal details with just a phone number can be exploited for various nefarious purposes. To mitigate these risks, individuals should be cautious about the information they share publicly online and can request to have their information removed from the site's database through an opt-out process.",Phone Directory,Custom Removals,False
21390,USRECORDS,https://www.usrecords.net/,https://infotracer.com/optout,,,,,People Search Site,Extended,False
21389,USWARRANTS,https://www.uswarrants.org/,https://infotracer.com/optout,,,,,People Search Site,Extended,False
20786,Unearth Campaigns,https://www.unearthcampaigns.com,,,,Privacy@UnearthCampaigns.com,,Marketing,Core,True
21413,UnitedStatesPhonebook.com,http://www.unitedstatesphonebook.com/,http://www.unitedstatesphonebook.com/contact.php,https://www.optery.com/unitedstatesphonebook-com-how-to-opt-out-of-unitedstatesphonebook-com-step-by-step-instructions/,,,"UnitedStatesPhonebook.com is a telephone directory that collects and sells personal information about people and businesses in the United States. Types of personal information includes names, addresses, phone numbers, and other personal data. The site allows users to search for people in the U.S. by name or phone number. Removing your information from the UnitedStatesPhonebook site is a great way to safeguard your private personal data.",People Search Site,Core,False
20492,Unity,https://unity.com/,,,,dpo@unity3d.com,,Marketing,Core,True
17299,Unmask,https://unmask.com/,https://unmask.com/opt-out/,https://www.optery.com/unmask-how-to-opt-out-of-unmask-step-by-step-instructions/,https://www.youtube.com/watch?v=6nzj1B8a1k0,contact@unmask.com,"UnMask is a people search website that offers its users a wide range of information about individuals. Not only do they provide basic information like contact records and educational history, but their data also includes criminal and court records, property ownership records, and professional license records. They source this information from public government records and other open sources. This information can be useful in a background search, but if you’re the one whose data is exposed online, it can lead to serious safety risks. For millions of people, this personal and even confidential information is accessible online without much effort on the part of strangers.",People Search Site,Extended,False
21124,UpLead,https://www.uplead.com/,https://www.uplead.com/opt-out-request/,,,privacy@uplead.com,,B2B Lead Generation,Ultimate,False
26390,User-Searcher,https://www.user-searcher.com/,https://blog.user-searcher.com/policy,,,admin@user-searcher.com,"User-Searcher is a free social media search engine that allows users to find online profiles across over 2,000 websites using a username, phone number, or email address. The platform scans a wide range of sources, including social networks, dating sites, forums, and crypto communities to locate user accounts. It aggregates publicly available data such as profile pictures, biographical information, and links to personal homepages, presenting it in a consolidated report. This service is often used for open-source intelligence (OSINT) investigations and to conduct background checks by compiling an individual's digital footprint. The ease of access to this aggregated information poses significant privacy risks, as it can be exploited by malicious actors for stalking, doxxing, online harassment, or identity theft. By centralizing a person's presence across various platforms, it simplifies the process for others to gather sensitive personal details. To mitigate these risks, individuals should be cautious about the information they share publicly online and can request the removal of their data from such databases.",People Search Site,Custom Removals,False
16834,Utah Arrests,https://www.utaharrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21329,UtahCourtRecords.us,https://utahcourtrecords.us/,https://utahcourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
20718,VDX.tv,https://www.vdx.tv/,,,,privacy@vdx.tv,,Marketing,Core,True
20515,Valassis RRD,https://www.rrd.com/,https://privacyportal.onetrust.com/webform/45e4be25-919b-483f-9f95-12809576a2b3/6e633594-9a81-48bb-97ab-6fb29bf46019,,,DataPrivacy@rrd.com,,Marketing,Core,False
27284,Valid Number,https://validnumber.com,,,,,"Validnumber.com is a free reverse phone lookup service that allows users to identify the owners of phone numbers in the United States and Canada. By entering a phone number, individuals can access available information associated with that number, which may include the owner's name. This service is utilized by people seeking to identify unknown callers or reconnect with individuals when they only have a phone number. The public accessibility of this information, however, poses significant privacy risks. Malicious actors can exploit this data for various harmful activities, including doxxing, harassment, stalking, and phishing attempts by linking a phone number to a person's identity. To mitigate these risks, it is advisable to be cautious about sharing your phone number online and with organizations. Individuals concerned about their information being accessible on such platforms should explore the website's options for removing their data.",Phone Directory,Custom Removals,False
20490,Veeva,https://www.veeva.com/,https://privacyportal.onetrust.com/webform/3d676ed2-16b1-4c48-97f8-a911923a3adf/a0df0a98-d990-40ff-9bdb-35b5f9e06620,,,privacy@veeva.com,,B2B Lead Generation,Ultimate,False
20787,VenPath,https://www.venpath.net,https://www.venpath.net/legal/opt-out,,,privacy@venpath.net,,Marketing,Core,True
20785,Venntel,https://www.venntel.com,,,,privacy@venntel.com,,Marketing,Core,True
20782,Veraset,https://www.veraset.com/,,,,privacy@veraset.com,,Marketing,Core,True
26296,Verif.com,https://www.verif.com/,,,,contact@manageo.fr,"Verif.com is a French data broker that provides access to official legal, financial, and identity information on businesses. The service, which appears to be connected to the official French Commercial and Companies Register (Infogreffe), allows users to search for and obtain certified data on companies, such as registration details, financial reports, and information on company directors. Its primary customers are other businesses that use this information for due diligence, compliance, lead generation, and other B2B purposes. While the focus is on business data, the service exposes information about company executives and officials, which could be used to target individuals in professional roles. The risks associated with this data are primarily business-related, though the public listing of officials could lead to unwanted contact or phishing attempts. Individuals whose information is listed as part of a business entity have limited ability to opt-out as the data is sourced from official government records. The best way to protect personal information is to be mindful of what is legally required to be public when registering a business.",Business Search,Custom Removals,False
16849,VerifyPublicRecords.com,https://verifypublicrecords.com/,,,,support@verifyrecords.com,,People Search Site,Extended,False
21386,VerifyRecords,https://verifyrecords.com/,https://members.verifyrecords.com/customer/opt-out,,,support@verifyrecords.com,,People Search Site,Extended,False
20758,Verinext,https://verinext.com/,,,,dpo@verinext.com,,Marketing,Core,True
21215,Veripages,http://veripages.com/,https://veripages.com/inner/control-privacy,https://www.optery.com/veripages-how-to-opt-out-of-veripages-step-by-step-instructions/,,support@veripages.com,"Veripages is a web-based platform that allows users to find information on anyone just by searching on a name. A simple name search will provide detailed personal information like home addresses, phone numbers, work history, names of relatives, social media posts, schools attended, criminal records, property information and email addresses. If you’re concerned about your online privacy and security, Optery can scan and remove your exposed private information from Veripages and over 200 other data broker sites. You can sign up for a free Exposure Scan or upgrade to one of Optery’s paid subscriptions and let our Opt Out Agents help you with your removals.",People Search Site,Ultimate,False
16866,Vermont Arrests,https://www.vtarrests.org/,https://members.infotracer.com/removeMyData,,,support@infotracer.com,,People Search Site,Extended,False
21323,VermontCourtRecords.us,https://vermontcourtrecords.us/,https://vermontcourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
21375,Versium,https://www.versium.com,https://versium.com/ccpa-opt-out,https://www.optery.com/versium-how-to-opt-out-of-versium-step-by-step-instructions/,,optout@versium.com,"Versium.com helps marketers understand, identify and reach prospects for sales. Versium uses data from 270 million household consumers. The data they provide to their customers includes the location data, phone numbers, addresses, company names, and email addresses of individuals.",Marketing,Core,False
20783,Viant,https://www.viantinc.com,,,,privacy@viantinc.com,,Marketing,Core,True
16845,Virginia Arrests,https://www.virginiaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21322,VirginiaCourtRecords.us,https://virginiacourtrecords.us/,https://virginiacourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
26460,"Visual Listing Systems, Inc.",https://vlshomes.com/,,,,support@vlshomes.com,"Visual Listing Systems, Inc. operates vlshomes.com, a real estate platform that features property listings across the United States. The service is designed for real estate professionals to market their listings, often before they appear on the MLS, giving users early access to the market. Their primary customers are real estate agents and brokers who use the platform for local and national syndication of their listings. The site exposes personal information such as the names and contact details of real estate agents, alongside comprehensive details about the properties for sale or rent. For individuals browsing the site, the collection of names, email addresses, and phone numbers for inquiries poses a risk of unsolicited contact from real estate professionals. To protect their privacy, individuals should be cautious about the personal information they share on such platforms and should familiarize themselves with the website's privacy policies.",Business Search,Custom Removals,False
26735,Visual Visitor,https://www.visualvisitor.com/,https://www.visualvisitor.com/opt-out/,,,support@visualvisitor.com,"Visual Visitor is a sales intelligence platform that enables its business clients to identify anonymous individuals visiting their websites. Primarily serving B2B and B2C sales and marketing teams, the service provides detailed profiles on website visitors, including data points like name, email, address, employment history, and income estimates. The company boasts a database of over 868 million contacts to enrich the visitor data it collects for its clients. This allows businesses to turn previously anonymous web traffic into actionable sales leads by uncovering who is showing interest in their products or services. The practice of identifying individuals without their direct consent raises significant privacy concerns. By collecting and selling personal and professional data, Visual Visitor contributes to the creation of detailed user profiles that can be used for targeted and potentially intrusive marketing. This exposure increases the risk of individuals receiving unsolicited communications and having their online behavior tracked across different sites. To protect their privacy, individuals should be mindful of the information they share online and actively seek to remove their profiles from data broker databases.",B2B Lead Generation,Custom Removals,False
18628,VoilaNorbert,https://www.voilanorbert.com/,,,,support@voilanorbert.com,,B2B Lead Generation,Core,False
21114,VoterRecords.com,https://voterrecords.com/,https://voterrecords.com/faq,,,admin@voterrecords.com,,People Search Site,Ultimate,False
20778,Warmly,https://www.warmly.ai,,,,privacy@warmly.ai,,Marketing,Core,True
16802,Washington Arrests,https://www.washingtonarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
26445,Washington Company Search,https://www.washingtoncompanysearch.com/,,,,,"Washington Company Search is a directory that provides public information about companies registered in the state of Washington. The site allows users to search for businesses by their name or Unified Business Identifier (UBI) number, providing access to official filings and registration details. This service primarily serves individuals and businesses seeking information on other corporate entities for due diligence, competitive research, or general informational purposes. While the focus is on business data, the names of company officers and registered agents are often publicly listed, which can expose individuals to unsolicited contact or marketing. This information could potentially be compiled by bad actors to create lists for targeted business-to-business scams or spam. To minimize exposure, individuals who register businesses can explore options for registered agent services to avoid listing personal contact information in public records.",Business Search,Custom Removals,False
16801,Washington DC Arrests,https://www.dcarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21326,WashingtonCourtRecords.us,https://washingtoncourtrecords.us/,https://washingtoncourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
18598,WeInform,https://www.weinform.org/,https://www.weinform.org/api/helper/optOutLight/search,,,support@weinform.org,,People Search Site,Core,False
27285,Wealthminder,https://wealthminder.com,,,,,"Wealthminder was a software company that operated as a directory and service to connect individual investors with financial advisors. The platform also provided financial planning and practice management software that enabled clients to share their financial goals and assets with advisors to create tailored financial plans. In 2017, Wealthminder was acquired by AdvisorEngine, a wealth management software company, and its services have since been decommissioned. As the platform is no longer operational, it does not actively expose personal or sensitive information, and the direct privacy risks associated with its original service, such as the misuse of financial data, are no longer a concern. To protect personal information online, it is advisable to limit what is shared publicly and to be cautious about the data provided to any financial or advisory platform.",Business Search,Custom Removals,False
27245,WebMD,https://doctor.webmd.com,,,,userprivacy@webmd.net,"WebMD's doctor directory is a comprehensive online database of healthcare providers, primarily serving patients in the United States who are searching for physicians, dentists, and other medical professionals. The platform allows users to search for doctors by specialty, condition, location, and accepted insurance plans, providing detailed profiles that include professional statements, educational background, board certifications, and patient reviews. While intended as a helpful resource for patients, the public availability of this professional information, including practice locations and contact details, can pose privacy risks for healthcare providers. This information could potentially be misused by individuals for harassment, unsolicited marketing, or other unwanted contact. To mitigate these risks, medical professionals should be mindful of the information they choose to display publicly and can claim and manage their profiles on the platform. Individuals also have the option to request the removal of their information from the directory.",Business Search,Custom Removals,False
26695,WebMD Health Corp.,https://www.webmd.com/,https://www.webmd.com/about-webmd-policies/about-ccpa-do-not-sell,,,privacy@webmd.com,"WebMD is a leading online source for health and medical news and information, offering a wide range of services for both consumers and healthcare professionals. Users can research symptoms, learn about medical conditions, and find information on drugs and treatments. While providing valuable health resources, WebMD collects personal and sensitive information about its users' health interests and online activities. This data, which can include conditions you search for and content you view, is used for targeted advertising and may be combined with information from external sources and shared with third-party advertising partners and data brokers. The collection and sharing of such sensitive health-related data create significant privacy risks, as it can be used to build detailed profiles about individuals' health concerns, potentially leading to discrimination or unwanted marketing. To protect their privacy, individuals should be cautious about the information they share and can request access, correction, or deletion of their personal information by contacting WebMD.",Profile Data Broker,Custom Removals,False
20777,Webbula,https://www.webbula.com,https://webbula.com/opt-out-request-d/#OptOut,,,privacy@webbula.com,,Marketing,Ultimate,False
26269,WebsiteOutlook,https://websiteoutlook.com/,,,,,"WebsiteOutlook is a free online tool used to evaluate websites by providing a range of analytics and estimated values. It offers users insights into a site's estimated worth, daily income, traffic details, Alexa rank, backlinks, and other web-based data. The primary audience includes individuals and businesses looking to buy or sell websites, as well as those conducting competitive research or assessing a website's performance. A notable privacy concern is the platform's publication of WHOIS records, which can publicly expose the personal contact information of domain owners, such as their name, address, and email, if domain privacy is not enabled. This exposure creates a risk of unsolicited contact, spam, and could potentially be exploited for doxxing or harassment. To mitigate these risks, website owners should utilize WHOIS privacy services when registering domains to keep their personal information private. It is also a good practice to periodically check such online tools to understand what information about your own web properties is publicly accessible.",Business Search,Custom Removals,False
26444,"Wellborn Cabinet, Inc.",https://www.wellborn.com/,https://www.wellborn.com/privacy-policy/,,,webcm@wellborn.com,"Wellborn Cabinet, Inc. is a family-owned American manufacturer of kitchen and bath cabinetry, and is not a data broker. Since 1961, the company has produced a wide range of semi-custom cabinets from its facility in Ashland, Alabama, which are available to consumers through a national network of authorized dealers. Their website serves as a product catalog and a tool for customers to find local dealers, not to access personal information about individuals. While the company collects personal information from customers for purposes such as ordering products, creating accounts, and marketing, it does not engage in the sale of personal data profiles. Because Wellborn is a manufacturer and not a data broker, the typical privacy risks associated with people search sites, such as identity theft or stalking, are not relevant to its business model. Individuals can still practice good data hygiene by limiting the personal information they share online and familiarizing themselves with the privacy policies of the companies they do business with.",Business Search,Custom Removals,False
26587,Wellness.com Inc.,https://www.wellness.com/,,,,legal@wellness.com,"Wellness.com operates a large online directory of healthcare and wellness providers, allowing consumers to search for local practitioners and services. The platform serves as a marketing tool for professionals who can claim or create profiles, with options to upgrade to featured listings for greater visibility to the site's visitors. While primarily a business directory, the profiles often contain personal information of sole practitioners, such as names, practice addresses, and contact details. The company's privacy policy states that all collected information, including personal details like name and email, may be sold, licensed, or shared with third parties for marketing purposes. This practice creates a risk of unwanted marketing solicitations and exposure of professional data. To protect their information, providers should carefully manage their profiles, and all users should limit the personal data they share and be aware of their ability to request data deletion as outlined in the site's privacy policy.",Business Search,Custom Removals,False
16828,West Virginia Arrests,https://www.wvarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21321,WestVirginiaCourtRecords.us,https://westvirginiacourtrecords.us/,https://westvirginiacourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
16513,Whitepages,https://www.whitepages.com/,https://support.whitepages.com/hc/en-us/requests/new,https://www.optery.com/whitepages-how-to-opt-out-of-whitepages-step-by-step-instructions/,,privacyrequest@whitepages.com,"Whitepages is a well known online directory containing one of the largest personal information databases available in the US. You can search for just about anyone with a name, phone number, or address. Whitepages collects data from property deeds, telecom companies, social media sites, and public records. People’s personal and private information is publicly accessible for free and can be sold to third-party advertisers and organizations for marketing purposes. Meaning – you are at a greater risk of identity theft, stalking, and harassment. In order to take control of their personal information, many people are choosing to opt out of Whitepages to protect themselves. If you would like to remove your personal information from Whitepages, follow the Step-by-Step instructions on of How to Opt Out of Whitepages provided below.",People Search Site,Ultimate,False
26689,Whoseno,https://www.whoseno.com/,,,,,"Whoseno.com is a reverse phone lookup service that allows users to identify the owner of an unknown phone number. The platform provides details connected to a mobile number, which can include the owner's name and general location. By offering easy access to this information, the service presents significant privacy concerns, as it can be used to link a phone number back to an individual without their consent. This exposure of personal data could be exploited by malicious actors for activities such as doxxing, harassment, or stalking. To mitigate such risks, individuals should be cautious about where they share their phone numbers online and can seek to have their information removed from such databases through opt-out procedures, if available.",Phone Directory,Custom Removals,False
20773,Windfall,https://www.windfall.com,https://www.windfall.com/do-not-sell-my-info,https://www.optery.com/windfall-how-to-opt-out-of-windfall-step-by-step-instructions/,,privacy@windfall.com,"Windfall is a data broker that helps businesses use personal data by providing workflows, dynamic access and specialized insights on people.",Marketing,Core,False
16800,Wisconsin Arrests,https://www.wisconsinarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21324,WisconsinCourtRecords.us,https://wisconsincourtrecords.us/,https://wisconsincourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
20772,Wisdom Media Group,https://www.wisdommediagroupllc.com,,,,contact@wisdommediagroupllc.com,,Marketing,Core,True
17300,Wiza,https://wiza.co/,https://wiza.co/optout-directory,https://www.optery.com/wiza-how-to-opt-out-of-wiza-step-by-step-instructions/,https://www.youtube.com/watch?v=PbOaeKRap1s,hello@wiza.co,Wiza is a business-to-business lead generation platform that works in conjunction with LinkedIn. It builds lists of work and personal email addresses and phone numbers to increase outbound sales and generate higher profits.,B2B Lead Generation,Ultimate,False
20770,Wodwo,https://www.wodwo.co,,,,privacyofficer@wodwo.co,,Marketing,Core,True
20769,Wunderkind,https://www.wunderkind.co,,,,privacyrequests@wunderkind.co,,Marketing,Core,True
16829,Wyoming Arrests,https://www.wyomingarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21318,WyomingCourtRecords.us,https://wyomingcourtrecords.us/,,,,privacy@courtrecords.us,,People Search Site,Extended,False
21405,Wyty,https://www.wyty.com/,https://www.wyty.com/remove/,https://www.optery.com/wyty-how-to-opt-out-of-wyty-step-by-step-instructions/,https://www.youtube.com/watch?v=F_urAW5XTac,support@wyty.com,"Wyty is a data broker with search features such as Name Lookup, Address Lookup, and Phone Lookup. According to their website, it was developed with the intention of bringing people together. While that may sound noble, in reality people search sites like Wyty create the opportunity for abuse and fraud. Founded in 2004, Wyty branded itself as a leading people search solution and promotes finding and reconnecting individuals. Though its website emphasizes providing accurate results, it is possible to find outdated and false information. Through Wyty you can discover a person’s name, address history, landline or mobile phone number, email, social media accounts, and more. Wyty compiles reports from billions of public records.",People Search Site,Core,False
20767,X-Mode Social,https://www.xmode.io,,,,privacy@xmodesocial.com,,Marketing,Core,True
26397,X-Ray Contact,https://x-ray.contact/,https://x-ray.contact/blog/x-ray-contact-privacy-policy-update-account-deletion/,,,support@x-ray.contact,"X-Ray Contact is a global people search engine that provides identity verification and detailed personal profiles. Originally developed in Ukraine, the platform aggregates billions of data points from public records, social media, and other online databases across 55 countries to create comprehensive reports on individuals. Its services are utilized by a wide range of customers, including law enforcement, investigators, recruiters, and businesses for background checks, as well as by individuals for personal security purposes. The platform makes sensitive personal information—such as names, addresses, phone numbers, email addresses, social media profiles, and employment history—easily accessible in one place. This consolidation of data poses significant privacy risks, including the potential for stalking, doxxing, identity theft, and targeted harassment by malicious actors. To mitigate these risks, individuals should be mindful of the information they share publicly and can request the removal of their data from the X-Ray Contact database.",People Search Site,Custom Removals,False
20489,Xome,https://www.xome.com/,,,,privacy@xome.com,,Marketing,Core,True
